"C","Hourly Wholesale Load Cost Report"
"C","Filename: whlsecost_hourly_4000_202411.csv"
"C","Report for: 11 2024"
"C","Report generated: 03/08/2025 14:30:26 EST"
"H","Location ID","Local Date","Local Hour","OnOffPeak","Total Cost","RTLO"
"D",4000,"11/09/2024",17,"OFF",67.05,12918.665
"D",4000,"11/09/2024",18,"OFF",71.63,13616.427
"D",4000,"11/09/2024",19,"OFF",68.26,13400.743
"D",4000,"11/09/2024",20,"OFF",63.03,13064.159
"D",4000,"11/09/2024",21,"OFF",59.41,12667.781
"D",4000,"11/09/2024",22,"OFF",53.77,12183.981
"D",4000,"11/09/2024",23,"OFF",48.62,11556.046
"D",4000,"11/09/2024",24,"OFF",49.34,10960.332
"D",4000,"11/10/2024",01,"OFF",48.56,10524.985
"D",4000,"11/10/2024",02,"OFF",36.88,10257.453
"D",4000,"11/10/2024",03,"OFF",37.34,10349.111
"D",4000,"11/10/2024",04,"OFF",36.55,10320.400
"D",4000,"11/10/2024",05,"OFF",37.39,10430.083
"D",4000,"11/10/2024",06,"OFF",43.58,10543.572
"D",4000,"11/10/2024",07,"OFF",64.12,11065.348
"D",4000,"11/10/2024",08,"OFF",62.18,11322.823
"D",4000,"11/10/2024",09,"OFF",38.39,11535.263
"D",4000,"11/10/2024",10,"OFF",36.12,11988.761
"D",4000,"11/10/2024",11,"OFF",36.30,11799.136
"D",4000,"11/10/2024",12,"OFF",37.85,11694.626
"D",4000,"11/10/2024",13,"OFF",42.20,11870.849
"D",4000,"11/10/2024",14,"OFF",123.73,11741.615
"D",4000,"11/10/2024",15,"OFF",46.20,11677.788
"D",4000,"11/10/2024",16,"OFF",70.07,12316.131
"D",4000,"11/10/2024",17,"OFF",84.71,13299.123
"D",4000,"11/10/2024",18,"OFF",65.00,13834.621
"D",4000,"11/10/2024",19,"OFF",68.80,13480.044
"D",4000,"11/10/2024",20,"OFF",61.61,12994.107
"D",4000,"11/10/2024",21,"OFF",64.20,12359.028
"D",4000,"11/10/2024",22,"OFF",45.13,11619.934
"D",4000,"11/10/2024",23,"OFF",40.78,10936.443
"D",4000,"11/10/2024",24,"OFF",37.57,10365.645
"D",4000,"11/11/2024",01,"OFF",36.12,10490.317
"D",4000,"11/11/2024",02,"OFF",35.35,10440.393
"D",4000,"11/11/2024",03,"OFF",35.09,10273.366
"D",4000,"11/11/2024",04,"OFF",35.59,10238.077
"D",4000,"11/11/2024",05,"OFF",36.09,10494.516
"D",4000,"11/11/2024",06,"OFF",38.38,10774.180
"D",4000,"11/11/2024",07,"OFF",45.94,11121.740
"D",4000,"11/11/2024",08,"ON",44.02,11908.718
"D",4000,"11/11/2024",09,"ON",36.48,12183.835
"D",4000,"11/11/2024",10,"ON",34.91,12264.110
"D",4000,"11/11/2024",11,"ON",34.44,12088.336
"D",4000,"11/11/2024",12,"ON",33.82,12035.626
"D",4000,"11/11/2024",13,"ON",34.78,12186.243
"D",4000,"11/11/2024",14,"ON",35.43,12550.604
"D",4000,"11/11/2024",15,"ON",36.35,12859.209
"D",4000,"11/11/2024",16,"ON",49.69,12937.292
"D",4000,"11/11/2024",17,"ON",50.30,13640.681
"D",4000,"11/11/2024",18,"ON",69.53,14276.509
"D",4000,"11/11/2024",19,"ON",56.09,13928.469
"D",4000,"11/11/2024",20,"ON",43.69,13372.598
"D",4000,"11/11/2024",21,"ON",60.97,12723.250
"D",4000,"11/11/2024",22,"ON",39.44,11906.667
"D",4000,"11/11/2024",23,"ON",36.80,11175.954
"D",4000,"11/11/2024",24,"OFF",35.13,10401.041
"D",4000,"11/12/2024",01,"OFF",32.57,10343.633
"D",4000,"11/12/2024",02,"OFF",32.89,10404.028
"D",4000,"11/12/2024",03,"OFF",32.78,10259.788
"D",4000,"11/12/2024",04,"OFF",32.84,10285.643
"D",4000,"11/12/2024",05,"OFF",33.67,10620.245
"D",4000,"11/12/2024",06,"OFF",34.60,11090.987
"D",4000,"11/12/2024",07,"OFF",59.01,11827.348
"D",4000,"11/12/2024",08,"ON",59.97,12442.116
"D",4000,"11/12/2024",09,"ON",35.28,12276.424
"D",4000,"11/12/2024",10,"ON",33.89,11984.943
"D",4000,"11/12/2024",11,"ON",33.23,12073.021
"D",4000,"11/12/2024",12,"ON",33.54,11973.843
"D",4000,"11/12/2024",13,"ON",33.60,12143.322
"D",4000,"11/12/2024",14,"ON",33.34,12288.117
"D",4000,"11/12/2024",15,"ON",34.33,12435.407
"D",4000,"11/12/2024",16,"ON",44.98,13147.451
"D",4000,"11/12/2024",17,"ON",68.52,14222.903
"D",4000,"11/12/2024",18,"ON",98.24,15031.492
"D",4000,"11/12/2024",19,"ON",76.95,14885.433
"D",4000,"11/12/2024",20,"ON",55.47,14458.128
"D",4000,"11/12/2024",21,"ON",49.64,13924.349
"D",4000,"11/12/2024",22,"ON",42.10,13322.083
"D",4000,"11/12/2024",23,"ON",38.14,12514.413
"D",4000,"11/12/2024",24,"OFF",33.71,11632.789
"D",4000,"11/13/2024",01,"OFF",55.99,11484.612
"D",4000,"11/13/2024",02,"OFF",42.64,11432.932
"D",4000,"11/13/2024",03,"OFF",42.20,11332.813
"D",4000,"11/13/2024",04,"OFF",39.97,11415.833
"D",4000,"11/13/2024",05,"OFF",40.20,11796.811
"D",4000,"11/13/2024",06,"OFF",42.58,12303.510
"D",4000,"11/13/2024",07,"OFF",57.87,13427.912
"D",4000,"11/13/2024",08,"ON",79.21,13906.868
"D",4000,"11/13/2024",09,"ON",49.14,13392.764
"D",4000,"11/13/2024",10,"ON",40.75,12714.028
"D",4000,"11/13/2024",11,"ON",41.63,12494.205
"D",4000,"11/13/2024",12,"ON",41.65,12220.793
"D",4000,"11/13/2024",13,"ON",40.95,12141.736
"D",4000,"11/13/2024",14,"ON",42.48,12467.093
"D",4000,"11/13/2024",15,"ON",49.65,12865.780
"D",4000,"11/13/2024",16,"ON",80.04,13523.565
"D",4000,"11/13/2024",17,"ON",82.82,14624.144
"D",4000,"11/13/2024",18,"ON",93.19,15327.332
"D",4000,"11/13/2024",19,"ON",81.86,15223.011
"D",4000,"11/13/2024",20,"ON",79.28,14914.576
"D",4000,"11/13/2024",21,"ON",103.49,14459.614
"D",4000,"11/13/2024",22,"ON",97.93,13674.011
"D",4000,"11/13/2024",23,"ON",118.82,12715.451
"D",4000,"11/13/2024",24,"OFF",74.26,11893.348
"D",4000,"11/14/2024",01,"OFF",61.23,11616.519
"D",4000,"11/14/2024",02,"OFF",50.19,11581.502
"D",4000,"11/14/2024",03,"OFF",50.25,11497.121
"D",4000,"11/14/2024",04,"OFF",47.78,11527.267
"D",4000,"11/14/2024",05,"OFF",52.95,11878.778
"D",4000,"11/14/2024",06,"OFF",83.84,12386.005
"D",4000,"11/14/2024",07,"OFF",107.84,13815.403
"D",4000,"11/14/2024",08,"ON",87.42,14250.916
"D",4000,"11/14/2024",09,"ON",58.84,13544.002
"D",4000,"11/14/2024",10,"ON",47.18,13421.244
"D",4000,"11/14/2024",11,"ON",46.63,13053.725
"D",4000,"11/14/2024",12,"ON",46.50,12750.069
"D",4000,"11/14/2024",13,"ON",45.66,12665.845
"D",4000,"11/14/2024",14,"ON",49.81,12886.523
"D",4000,"11/14/2024",15,"ON",61.07,13041.265
"D",4000,"11/14/2024",16,"ON",118.81,13740.647
"D",4000,"11/14/2024",17,"ON",166.05,14794.633
"D",4000,"11/14/2024",18,"ON",112.32,15389.994
"D",4000,"11/14/2024",19,"ON",100.49,15281.413
"D",4000,"11/14/2024",20,"ON",106.86,14968.023
"D",4000,"11/14/2024",21,"ON",107.85,14508.264
"D",4000,"11/14/2024",22,"ON",104.37,13751.670
"D",4000,"11/14/2024",23,"ON",78.13,12841.254
"D",4000,"11/14/2024",24,"OFF",58.24,12004.150
"D",4000,"11/15/2024",01,"OFF",52.02,11469.652
"D",4000,"11/15/2024",02,"OFF",47.98,11539.644
"D",4000,"11/15/2024",03,"OFF",46.02,11420.914
"D",4000,"11/15/2024",04,"OFF",47.02,11513.445
"D",4000,"11/15/2024",05,"OFF",47.24,11778.133
"D",4000,"11/15/2024",06,"OFF",66.96,12247.003
"D",4000,"11/15/2024",07,"OFF",83.82,13619.841
"D",4000,"11/15/2024",08,"ON",63.50,14145.054
"D",4000,"11/15/2024",09,"ON",55.75,13530.534
"D",4000,"11/15/2024",10,"ON",46.93,12755.969
"D",4000,"11/15/2024",11,"ON",41.36,12774.179
"D",4000,"11/15/2024",12,"ON",42.72,12732.624
"D",4000,"11/15/2024",13,"ON",41.93,12718.706
"D",4000,"11/15/2024",14,"ON",42.36,12646.059
"D",4000,"11/15/2024",15,"ON",44.69,12884.735
"D",4000,"11/15/2024",16,"ON",52.20,13077.811
"D",4000,"11/15/2024",17,"ON",55.40,13987.880
"D",4000,"11/15/2024",18,"ON",55.14,14529.742
"D",4000,"11/15/2024",19,"ON",54.21,14224.066
"D",4000,"11/15/2024",20,"ON",45.47,13765.781
"D",4000,"11/15/2024",21,"ON",43.19,13276.620
"D",4000,"11/15/2024",22,"ON",41.31,12668.499
"D",4000,"11/15/2024",23,"ON",39.96,11880.171
"D",4000,"11/15/2024",24,"OFF",38.53,11362.254
"D",4000,"11/16/2024",01,"OFF",39.74,10612.362
"D",4000,"11/16/2024",02,"OFF",39.96,10217.733
"D",4000,"11/16/2024",03,"OFF",39.20,9980.345
"D",4000,"11/16/2024",04,"OFF",39.28,10126.033
"D",4000,"11/16/2024",05,"OFF",39.49,10295.306
"D",4000,"11/16/2024",06,"OFF",40.09,10561.928
"D",4000,"11/16/2024",07,"OFF",44.13,11020.138
"D",4000,"11/16/2024",08,"OFF",60.34,11397.743
"D",4000,"11/16/2024",09,"OFF",39.29,11341.104
"D",4000,"11/16/2024",10,"OFF",38.08,11465.373
"D",4000,"11/16/2024",11,"OFF",38.18,11584.489
"D",4000,"11/16/2024",12,"OFF",38.24,11591.774
"D",4000,"11/16/2024",13,"OFF",38.57,11552.233
"D",4000,"11/16/2024",14,"OFF",37.53,11702.855
"D",4000,"11/16/2024",15,"OFF",38.02,11654.368
"D",4000,"11/16/2024",16,"OFF",53.57,11972.447
"D",4000,"11/16/2024",17,"OFF",54.82,12883.774
"D",4000,"11/16/2024",18,"OFF",48.63,13425.525
"D",4000,"11/16/2024",19,"OFF",41.24,13169.525
"D",4000,"11/16/2024",20,"OFF",41.16,12762.899
"D",4000,"11/16/2024",21,"OFF",47.40,12352.265
"D",4000,"11/16/2024",22,"OFF",38.68,11825.517
"D",4000,"11/16/2024",23,"OFF",38.67,11187.028
"D",4000,"11/16/2024",24,"OFF",39.93,10561.850
"D",4000,"11/17/2024",01,"OFF",43.58,10062.141
"D",4000,"11/17/2024",02,"OFF",39.52,10000.191
"D",4000,"11/17/2024",03,"OFF",43.51,9837.645
"D",4000,"11/17/2024",04,"OFF",39.09,9758.729
"D",4000,"11/17/2024",05,"OFF",38.29,9682.457
"D",4000,"11/17/2024",06,"OFF",42.60,9992.554
"D",4000,"11/17/2024",07,"OFF",49.95,10514.916
"D",4000,"11/17/2024",08,"OFF",52.92,10841.472
"D",4000,"11/17/2024",09,"OFF",39.02,10938.007
"D",4000,"11/17/2024",10,"OFF",37.10,10834.206
"D",4000,"11/17/2024",11,"OFF",36.80,10848.137
"D",4000,"11/17/2024",12,"OFF",37.52,11027.544
"D",4000,"11/17/2024",13,"OFF",35.55,10972.694
"D",4000,"11/17/2024",14,"OFF",36.64,11110.916
"D",4000,"11/17/2024",15,"OFF",37.47,11435.497
"D",4000,"11/17/2024",16,"OFF",57.94,12107.626
"D",4000,"11/17/2024",17,"OFF",59.91,13246.939
"D",4000,"11/17/2024",18,"OFF",63.84,13915.683
"D",4000,"11/17/2024",19,"OFF",68.01,13646.877
"D",4000,"11/17/2024",20,"OFF",56.34,13202.921
"D",4000,"11/17/2024",21,"OFF",52.78,12655.575
"D",4000,"11/17/2024",22,"OFF",53.11,11900.339
"D",4000,"11/17/2024",23,"OFF",39.96,11046.155
"D",4000,"11/17/2024",24,"OFF",39.20,10309.279
"D",4000,"11/18/2024",01,"OFF",43.02,10283.808
"D",4000,"11/18/2024",02,"OFF",43.14,10216.061
"D",4000,"11/18/2024",03,"OFF",45.65,10334.616
"D",4000,"11/18/2024",04,"OFF",54.67,10371.470
"D",4000,"11/18/2024",05,"OFF",46.09,10720.279
"D",4000,"11/18/2024",06,"OFF",54.44,11275.130
"D",4000,"11/18/2024",07,"OFF",70.91,12319.707
"D",4000,"11/18/2024",08,"ON",102.03,13115.301
"D",4000,"11/18/2024",09,"ON",96.16,13055.823
"D",4000,"11/18/2024",10,"ON",48.51,12387.284
"D",4000,"11/18/2024",11,"ON",38.58,12052.406
"D",4000,"11/18/2024",12,"ON",39.09,11791.662
"D",4000,"11/18/2024",13,"ON",39.26,12001.092
"D",4000,"11/18/2024",14,"ON",42.96,12103.167
"D",4000,"11/18/2024",15,"ON",53.88,12465.430
"D",4000,"11/18/2024",16,"ON",67.49,12978.019
"D",4000,"11/18/2024",17,"ON",69.09,13878.204
"D",4000,"11/18/2024",18,"ON",91.28,14535.703
"D",4000,"11/18/2024",19,"ON",74.62,14302.909
"D",4000,"11/18/2024",20,"ON",67.52,13827.187
"D",4000,"11/18/2024",21,"ON",64.67,13214.510
"D",4000,"11/18/2024",22,"ON",41.92,12511.475
"D",4000,"11/18/2024",23,"ON",41.93,11926.432
"D",4000,"11/18/2024",24,"OFF",40.72,11117.717
"D",4000,"11/19/2024",01,"OFF",44.06,11001.593
"D",4000,"11/19/2024",02,"OFF",43.53,10901.338
"D",4000,"11/19/2024",03,"OFF",43.73,10752.067
"D",4000,"11/19/2024",04,"OFF",41.90,10783.244
"D",4000,"11/19/2024",05,"OFF",43.57,10960.307
"D",4000,"11/19/2024",06,"OFF",46.55,11297.656
"D",4000,"11/19/2024",07,"OFF",54.27,12399.068
"D",4000,"11/19/2024",08,"ON",62.19,12921.299
"D",4000,"11/19/2024",09,"ON",45.86,12462.090
"D",4000,"11/19/2024",10,"ON",40.60,12081.186
"D",4000,"11/19/2024",11,"ON",41.81,11702.602
"D",4000,"11/19/2024",12,"ON",43.61,11702.849
"D",4000,"11/19/2024",13,"ON",43.58,11718.289
"D",4000,"11/19/2024",14,"ON",45.51,12082.506
"D",4000,"11/19/2024",15,"ON",116.57,12173.547
"D",4000,"11/19/2024",16,"ON",75.60,12983.023
"D",4000,"11/19/2024",17,"ON",91.28,13975.723
"D",4000,"11/19/2024",18,"ON",94.86,14628.586
"D",4000,"11/19/2024",19,"ON",84.68,14446.500
"D",4000,"11/19/2024",20,"ON",74.27,14085.095
"D",4000,"11/19/2024",21,"ON",88.10,13460.864
"D",4000,"11/19/2024",22,"ON",77.82,12708.377
"D",4000,"11/19/2024",23,"ON",66.48,11668.538
"D",4000,"11/19/2024",24,"OFF",69.09,10940.096
"D",4000,"11/20/2024",01,"OFF",98.50,10961.306
"D",4000,"11/20/2024",02,"OFF",91.53,10711.067
"D",4000,"11/20/2024",03,"OFF",62.86,10954.989
"D",4000,"11/20/2024",04,"OFF",63.16,11082.479
"D",4000,"11/20/2024",05,"OFF",63.82,11422.466
"D",4000,"11/20/2024",06,"OFF",81.78,11600.092
"D",4000,"11/20/2024",07,"OFF",156.77,12685.384
